1313 L* Age (ka),1313 L* Depth (amcd),1313 L*,1313 L* Norm Detrend,LRO4 Age (ka),LRO4 Depth (amcd),LRO4 d18O,LRO4 d18O Norm Detrend,Alkane Age (kyr),Alkane Depth (amcd),Alkanes (ng/g),Alkanol Age (kyr),  Alkanol Depth (amcd),Alkanol (ng/g),  SST Depth (amcd),SST Age (kyr),SST (°C),Color Age (ka),Red Norm,Green Norm,Blue Norm,Grey Norm
1460.043,68.75,63.94,-1.2712,2313,,3.726,-0.4746,743.4,36.5,161.03,,,,38.01,775.08,15.88,2313,0,0,0,0
1461.106,68.80,58.85,-2.1734,2315,,3.722,-0.4646,743.61,36.51,212.33,,,,38.03,775.52,14.61,2315,0,0,0,0
1462.17,68.85,60.25,-1.9263,2318,,3.772,-0.6149,744.03,36.53,190.36,,,,38.05,775.97,16.24,2318,0,0,0,0
1463.234,68.90,63.71,-1.3144,2320,,3.775,-0.6256,744.03,36.53,166.2,,,,38.07,776.42,16.27,2320,0,0,0,0
1464.298,68.95,64.30,-1.2107,2323,,3.701,-0.4100,744.45,36.55,212.17,,,,38.09,776.86,15.84,2323,0,0,0,0
1465.362,69.00,65.07,-1.0752,2325,,3.539,0.0662,744.66,36.56,180.61,,,,38.12,777.53,16.83,2325,0,0,0,0
1466.426,69.05,65.69,-0.9662,2328,,3.579,-0.0546,744.87,36.57,174.81,,,,38.14,777.98,16.57,2328,0,0,0,0
1467.489,69.10,63.64,-1.3301,2330,,3.621,-0.1803,745.08,36.58,196.43,,,,38.16,778.42,17.21,2330,0,0,0,0
1468.553,69.15,68.65,-0.4436,2333,,3.548,0.0323,745.28,36.59,246.93,,,,38.18,778.95,15.92,2333,0,0,0,0
1469.617,69.20,69.79,-0.2425,2335,,3.395,0.4819,745.7,36.61,190.14,,,,38.2,779.51,16.16,2335,0,0,0,0
1470.681,69.25,72.97,0.3198,2338,,3.286,0.8008,745.7,36.61,209.64,,,,38.22,780.12,16.32,2338,0,0,0,0
1471.745,69.30,73.27,0.3721,2340,,3.227,0.9731,746.12,36.63,233.84,,,,38.24,780.82,16.86,2340,0,0,0,0
1472.808,69.35,74.09,0.5165,2343,,3.349,0.6103,746.12,36.63,314.44,,,,38.26,781.52,16.61,2343,0,0,0,0
1473.872,69.40,73.66,0.4395,2345,,3.373,0.5377,746.54,36.65,199.01,,,,38.29,782.56,16.26,2345,0,0,0,0
1474.936,69.45,73.95,0.4901,2348,,3.275,0.8241,746.96,36.67,207.82,,,,38.31,783.26,17.37,2348,0,0,0,0
1476,69.50,73.21,0.3582,2350,,3.583,-0.0866,747.37,36.69,180.91,,,,38.33,783.96,16.67,2350,0,0,0,0
1477.064,69.55,72.79,0.2830,2353,,3.744,-0.5644,748,36.72,273.43,,,,38.37,785.35,16.16,2353,0,0,0,0
1478.128,69.60,76.55,0.9481,2355,,3.835,-0.8347,748.42,36.74,234.73,,,,38.39,786.05,16.24,2355,0,0,0,0
1479.192,69.65,74.98,0.6692,2358,,3.94,-1.1473,748.84,36.76,220.9,,,,38.41,786.75,16.49,2358,0,0,0,0
1480.255,69.70,77.89,1.1837,2360,,3.912,-1.0665,749.26,36.78,124.08,,,,38.43,787.44,15.22,2360,0,0,0,0
1481.319,69.75,79.09,1.3954,2363,,3.781,-0.6827,749.68,36.8,121.61,,,,38.46,788.49,16.26,2363,0,0,0,0
1482.383,69.80,79.58,1.4814,2365,,3.842,-0.8646,750.09,36.82,160.33,,,,38.48,789.19,13.76,2365,0,0,0,0
1483.447,69.85,80.46,1.6364,2368,,3.627,-0.2329,750.51,36.84,150.98,,,,38.5,789.88,13.46,2368,0,0,0,0
1484.511,69.90,80.91,1.7153,2370,,3.655,-0.3174,750.93,36.86,254.44,,,,38.52,790.58,14.7,2370,0,0,0,0
1485.574,69.95,80.52,1.6454,2373,,3.679,-0.3910,751.35,36.88,212.4,,,,38.54,791.28,13.63,2373,0,0,0,0
1486.638,70.00,80.10,1.5702,2375,,3.479,0.1974,751.98,36.91,169.75,,,,38.56,791.97,12.02,2375,0,0,0,0
1487.702,70.05,79.16,1.4029,2378,,3.416,0.3805,752.39,36.93,227.5,,,,38.58,792.64,13.59,2378,0,0,0,0
1488.766,70.10,78.08,1.2108,2380,,3.404,0.4141,752.81,36.95,167.66,,,,38.6,793.19,13.69,2380,0,0,0,0
1489.83,70.15,77.14,1.0435,2383,,3.268,0.8126,753.23,36.97,255.99,,,,38.63,793.98,10.26,2383,0,0,0,0
1490.894,70.20,74.96,0.6566,2385,,3.338,0.6042,753.65,36.99,171.48,,,,38.65,794.42,10.69,2385,0,0,0,0
1491.957,70.25,72.27,0.1794,2388,,3.463,0.2326,754.07,37.01,247.63,,,,38.67,794.87,11.19,2388,0,0,0,0
1493.021,70.30,68.37,-0.5122,2390,,3.526,0.0449,754.49,37.03,156.66,,,,38.69,795.32,10.28,2390,0,0,0,0
1494.085,70.35,65.71,-0.9841,2393,,3.579,-0.1142,754.9,37.05,123.88,,,,38.71,795.76,13.28,2393,0,0,0,0
1495.149,70.40,63.48,-1.3798,2395,,3.423,0.3442,755.32,37.07,135.43,,,,38.73,796.21,13.23,2395,0,0,0,0
1496.19,70.45,61.09,-1.8039,2398,,3.417,0.3592,755.74,37.09,60.66,,,,38.75,796.65,11.8,2398,0,0,0,0
1497.138,70.50,62.41,-1.5709,2400,,3.515,0.0682,756.16,37.11,164.53,,,,38.77,797.1,13.88,2400,0,0,0,0
1498.086,70.55,62.31,-1.5893,2403,,3.637,-0.2946,756.37,37.12,68.35,,,,38.79,797.55,13.79,2403,0,0,0,0
1499.034,70.60,63.28,-1.4183,2405,,3.69,-0.4528,756.79,37.14,158.38,,,,38.81,797.99,12.96,2405,0,0,0,0
1499.983,70.65,63.86,-1.3163,2408,,3.418,0.3471,756.99,37.15,273.09,,,,38.83,798.44,13.44,2408,0,0,0,0
1500.931,70.70,64.92,-1.1293,2410,,3.305,0.6786,757.41,37.17,346.51,,,,38.85,798.88,12.6,2410,0,0,0,0
1501.879,70.75,63.57,-1.3691,2413,,3.33,0.6021,757.83,37.19,367.95,,,,38.87,799.3,12.93,2413,0,0,0,0
1502.828,70.80,64.47,-1.2105,2415,,3.41,0.3642,758.04,37.2,314.22,,,,38.89,799.72,11.29,2415,0,0,0,0
1503.776,70.85,64.99,-1.1191,2418,,3.318,0.6329,758.46,37.22,326.08,,,,38.9,799.93,12.77,2418,0,0,0,0
1504.724,70.90,63.44,-1.3943,2420,,3.357,0.5160,758.88,37.24,283.5,,,,38.92,800.35,12.18,2420,0,0,0,0
1505.672,70.95,64.69,-1.1737,2423,,3.526,0.0146,759.09,37.25,122.16,,,,38.94,800.76,13,2423,0,0,0,0
1506.621,71.00,63.63,-1.3622,2425,,3.541,-0.0315,759.5,37.27,270.84,,,,38.96,801.18,12.92,2425,0,0,0,0
1507.569,71.05,66.87,-0.7891,2428,,3.644,-0.3382,759.71,37.28,259.54,,,,38.98,801.6,13.41,2428,0,0,0,0
1508.517,71.10,66.49,-0.8571,2430,,3.946,-1.2311,760.13,37.3,218.38,,,,39,802.02,12.19,2430,0,0,0,0
1509.465,71.15,68.81,-0.4470,2433,,4.156,-1.8535,760.55,37.32,200.55,,,,39.02,802.44,12.68,2433,0,0,0,0
1510.414,71.20,67.75,-0.6355,2435,,4.101,-1.6931,760.76,37.33,234.58,,,,39.04,802.83,13.34,2435,0,0,0,0
1511.362,71.25,66.08,-0.9319,2438,,4.146,-1.8286,761.18,37.35,248.97,,,,39.06,803.2,13.48,2438,0,0,0,0
1512.31,71.30,66.22,-0.9079,2440,,4.033,-1.4970,761.8,37.38,224.71,,,,39.08,803.57,13.7,2440,0,0,0,0
1513.259,71.35,69.61,-0.3083,2443,,3.995,-1.3876,762.43,37.41,146.36,,,,39.1,803.95,13.22,2443,0,0,0,0
1514.207,71.40,74.41,0.5411,2445,,3.943,-1.2360,763.06,37.44,345.97,,,,39.12,804.32,13.79,2445,0,0,0,0
1515.155,71.45,75.84,0.7936,2448,,3.947,-1.2506,763.69,37.47,177.3,,,,39.14,804.69,12.63,2448,0,0,0,0
1516.103,71.50,75.12,0.6654,2450,,3.738,-0.6357,764.31,37.5,168.18,,,,39.16,805.06,12.23,2450,0,0,0,0
1517.052,71.55,75.12,0.6646,2453,,3.672,-0.4437,764.73,37.52,206.72,,,,39.18,805.43,11.94,2453,0,0,0,0
1518,71.60,75.04,0.6497,2455,,3.509,0.0354,766.61,37.61,143.16,,,,39.2,805.8,12.64,2455,0,0,0,0
1518.948,71.65,77.24,1.0386,2458,,3.434,0.2539,767.24,37.64,141.48,,,,39.22,806.18,12.77,2458,0,0,0,0
1519.896,71.70,77.61,1.1034,2460,,3.407,0.3318,767.87,37.67,123.17,,,,39.24,806.55,12.17,2460,0,0,0,0
1520.845,71.75,77.46,1.0761,2463,,3.259,0.7657,768.49,37.7,189.71,,,,39.26,806.92,12.19,2463,0,0,0,0
1521.793,71.80,77.95,1.1621,2465,,3.273,0.7226,769.12,37.73,137.45,,,,39.28,807.29,12.73,2465,0,0,0,0
1522.741,71.85,77.46,1.0746,2468,,3.324,0.5693,769.54,37.75,58.87,,,,39.3,807.66,13.55,2468,0,0,0,0
1523.69,71.90,77.33,1.0509,2470,,3.314,0.5970,770.17,37.78,120.92,,,,39.32,808.04,13.32,2470,0,0,0,0
1524.638,71.95,77.34,1.0519,2473,,3.52,-0.0136,770.59,37.8,92.51,,,,39.34,808.41,12.9,2473,0,0,0,0
1525.586,72.00,76.89,0.9715,2475,,3.635,-0.3548,771,37.82,69.8,,,,39.36,808.78,12.83,2475,0,0,0,0
1526.535,72.05,76.18,0.8450,2478,,3.641,-0.3752,771.42,37.84,61.91,,,,39.38,809.15,12.74,2478,0,0,0,0
1527.483,72.10,74.16,0.4865,2480,,3.771,-0.7607,771.84,37.86,64.59,,,,39.4,809.52,12.41,2480,0,0,0,0
1528.431,72.15,74.05,0.4663,2483,,4.017,-1.4893,772.26,37.88,70.8,,,,39.42,809.9,12.58,2483,0,0,0,0
1529.379,72.20,72.51,0.1928,2485,,3.958,-1.3170,772.68,37.9,59.75,,,,39.44,810.27,12.94,2485,0,0,0,0
1530.328,72.25,64.29,-1.2637,2488,,4.17,-1.9453,773.1,37.92,54.34,,,,39.46,810.64,12.76,2488,0,0,0,0
1531.276,72.30,65.48,-1.0536,2490,,3.919,-1.2065,773.74,37.95,65.29,,,,39.48,811.01,13.4,2490,0,0,0,0
1532.224,72.35,65.41,-1.0668,2493,,3.658,-0.4392,774.18,37.97,57.99,,,,39.5,811.38,12.4,2493,0,0,0,0
1533.172,72.40,65.01,-1.1384,2495,,3.618,-0.3230,774.63,37.99,29.34,,,,39.52,811.75,13.38,2495,0,0,0,0
1534.121,72.45,66.87,-0.8097,2498,,3.432,0.2231,775.08,38.01,41.32,,,,39.54,812.12,13.15,2498,0,0,0,0
1535.069,72.50,62.33,-1.6145,2500,,3.32,0.5518,775.52,38.03,36.56,,,,39.56,812.5,13.61,2500,0,0,0,0
1536.017,72.55,64.79,-1.1795,2503,,3.354,0.4487,775.97,38.05,31.23,,,,39.58,812.87,14.15,2503,0,0,0,0
1536.965,72.60,64.83,-1.1732,2505,,3.505,0.0013,776.42,38.07,28.67,,,,39.6,813.24,13.55,2505,0,0,0,0
1537.914,72.65,66.57,-0.8658,2508,,3.453,0.1520,776.86,38.09,39.24,,,,39.62,813.61,13.56,2508,0,0,0,0
1538.862,72.70,65.81,-1.0011,2510,,3.686,-0.5374,777.53,38.12,30.7,,,,39.64,813.98,13.51,2510,0,0,0,0
1539.81,72.75,62.35,-1.6146,2513,,3.912,-1.2070,777.98,38.14,67.53,,,,39.66,814.36,13.46,2513,0,0,0,0
1540.679,72.80,62.03,-1.6719,2515,,3.959,-1.3475,778.42,38.16,26.66,,,,39.68,814.73,13.86,2515,0,0,0,0
1541.528,72.85,62.84,-1.5291,2518,,4.107,-1.7870,778.95,38.18,33.4,,,,39.7,815.1,14.17,2518,0,0,0,0
1542.377,72.90,62.66,-1.5617,2520,,4.149,-1.9128,779.51,38.2,31.56,,,,39.72,815.47,15.75,2520,0,0,0,0
1543.226,72.95,62.49,-1.5924,2523,,4.121,-1.8329,780.12,38.22,33.58,,,,39.74,815.84,13.79,2523,0,0,0,0
1544.075,73.00,62.08,-1.6657,2525,,4.127,-1.8524,780.82,38.24,19.62,,,,39.76,816.21,13.45,2525,0,0,0,0
1544.925,73.05,61.68,-1.7372,2528,,4.062,-1.6634,781.52,38.26,34.08,,,,39.78,816.59,13.49,2528,0,0,0,0
1545.774,73.10,65.11,-1.1304,2530,,3.902,-1.1931,782.56,38.29,35.81,,,,39.8,816.96,13.06,2530,0,0,0,0
1546.623,73.15,65.23,-1.1098,2533,,3.984,-1.4378,783.26,38.31,65.68,,,,39.82,817.33,14.28,2533,0,0,0,0
1547.472,73.20,67.14,-0.7722,2535,,3.81,-0.9262,783.96,38.33,38.94,,,,39.84,817.7,14.65,2535,0,0,0,0
1548.321,73.25,68.19,-0.5869,2538,,3.822,-0.9644,785.35,38.37,34.99,,,,39.86,818.07,14.62,2538,0,0,0,0
1549.17,73.30,68.96,-0.4512,2540,,3.68,-0.5472,786.05,38.39,36.6,,,,39.88,818.44,14.81,2540,0,0,0,0
1550.019,73.35,70.84,-0.1189,2543,,3.441,0.1552,786.75,38.41,46.2,,,,39.9,818.82,14.93,2543,0,0,0,0
1550.868,73.40,71.89,0.0664,2545,,3.321,0.5075,787.44,38.43,70.97,,,,39.92,819.19,15.07,2545,0,0,0,0
1551.717,73.45,73.18,0.2942,2548,,3.218,0.8087,788.49,38.46,106.54,,,,39.94,819.56,14.94,2548,0,0,0,0
1552.566,73.50,73.36,0.3254,2550,,3.249,0.7154,789.19,38.48,116.03,,,,39.96,819.93,14.78,2550,0,0,0,0
1553.415,73.55,70.02,-0.2668,2553,,3.313,0.5238,789.88,38.5,161.37,,,,39.98,820.3,15.31,2553,0,0,0,0
1554.264,73.60,68.80,-0.4835,2555,,3.466,0.0705,790.58,38.52,93.74,,,,40,820.71,15.53,2555,0,0,0,0
1555.113,73.65,66.09,-0.9641,2558,,3.392,0.2861,791.28,38.54,87.85,,,,40.02,821.13,14.97,2558,0,0,0,0
1555.962,73.70,65.71,-1.0321,2560,,3.399,0.2636,791.97,38.56,116.09,,,,40.04,821.55,15.39,2560,0,0,0,0
1556.811,73.75,69.67,-0.3314,2563,,3.415,0.2136,792.64,38.58,135.1,,,,40.06,821.96,15.55,2563,0,0,0,0
1557.66,73.80,72.18,0.1125,2565,,3.625,-0.4079,793.19,38.6,122.15,,,,40.08,822.38,15.46,2565,0,0,0,0
1558.509,73.85,74.34,0.4944,2568,,3.549,-0.1864,793.98,38.63,144.38,,,,40.1,822.8,15.26,2568,0,0,0,0
1559.359,73.90,76.11,0.8072,2570,,3.489,-0.0112,794.42,38.65,136.66,,,,40.12,823.22,15.67,2570,0,0,0,0
1560.208,73.95,76.96,0.9570,2573,,3.481,0.0097,794.87,38.67,120.41,,,,40.14,823.64,15.85,2573,0,0,0,0
1561.057,74.00,76.10,0.8041,2575,,3.426,0.1701,795.32,38.69,140.11,,,,40.16,824.06,15.67,2575,0,0,0,0
1561.906,74.05,73.32,0.3111,2578,,3.333,0.4418,795.76,38.71,208.29,,,,40.18,824.49,15.7,2578,0,0,0,0
1562.755,74.10,79.55,1.4138,2580,,3.274,0.6141,796.21,38.73,194.68,,,,40.2,824.94,15.74,2580,0,0,0,0
1563.604,74.15,79.99,1.4910,2583,,3.331,0.4431,796.65,38.75,263.99,,,,40.22,825.38,15.96,2583,0,0,0,0
1564.453,74.20,78.41,1.2105,2585,,3.246,0.6921,797.1,38.77,253.23,,,,40.24,825.83,15.77,2585,0,0,0,0
1565.302,74.25,80.41,1.5641,2588,,3.357,0.3618,797.55,38.79,316.85,,,,40.26,826.28,14.7,2588,0,0,0,0
1566.151,74.30,80.40,1.5617,2590,,3.469,0.0295,797.99,38.81,208.13,,,,40.28,826.72,15.91,2590,0,0,0,0
1567,74.35,80.01,1.4919,2593,,3.534,-0.1651,798.44,38.83,215.33,,,,40.3,827.17,16.21,2593,0,0,0,0
1567.849,74.40,79.62,1.4222,2595,,3.54,-0.1846,798.88,38.85,203.11,,,,40.32,827.61,14.95,2595,0,0,0,0
1568.698,74.45,79.37,1.3773,2598,,3.766,-0.8542,799.3,38.87,232.31,,,,40.34,828.06,14.35,2598,0,0,0,0
1569.547,74.50,78.53,1.2278,2600,,3.866,-1.1511,799.72,38.89,308.62,,,,40.36,828.51,16.89,2600,0,0,0,0
1570.396,74.55,77.66,1.0731,2603,,3.876,-1.1834,799.93,38.9,219.93,,,,40.38,828.95,13.76,2603,0,0,0,0
1571.245,74.60,76.49,0.8652,2605,,3.831,-1.0525,800.35,38.92,80.26,,,,40.4,829.43,16.29,2605,0,0,0,0
1572.094,74.65,75.72,0.7282,2608,,3.819,-1.0198,800.76,38.94,211.74,,,,40.42,829.99,14.5,2608,0,0,0,0
1572.943,74.70,75.12,0.6213,2610,,3.676,-0.5997,801.18,38.96,206.31,,,,40.44,830.55,15.18,2610,0,0,0,0
1573.792,74.75,70.55,-0.1887,2613,,3.658,-0.5493,801.6,38.98,222.29,,,,40.46,831.1,15.74,2613,0,0,0,0
1574.642,74.80,72.26,0.1135,2615,,3.491,-0.0584,802.02,39,272.75,,,,40.48,831.66,15.67,2615,0,0,0,0
1575.491,74.85,71.79,0.0296,2618,,3.419,0.1513,802.44,39.02,199.19,,,,40.5,832.22,15.14,2618,0,0,0,0
1576.287,74.90,71.63,0.0006,2620,,3.31,0.4711,802.83,39.04,196.5,,,,40.52,832.78,16.12,2620,0,0,0,0
1577.005,74.95,72.62,0.1754,2623,,3.252,0.6395,803.2,39.06,156.43,,,,40.54,833.33,15.8,2623,0,0,0,0
1577.724,75.00,73.70,0.3661,2625,,3.251,0.6406,803.57,39.08,185.97,,,,40.56,833.89,17.93,2625,0,0,0,0
1578.442,75.05,73.02,0.2451,2628,,3.2,0.7883,803.95,39.1,326.25,,,,40.58,834.45,16.02,2628,0,0,0,0
1579.16,75.10,70.25,-0.2460,2630,,3.262,0.6036,804.32,39.12,566.62,,,,40.6,835.01,15.37,2630,0,0,0,0
1579.879,75.15,72.34,0.1236,2633,,3.432,0.0992,804.69,39.14,201.48,,,,40.62,835.56,16.58,2633,0,0,0,0
1580.597,75.20,74.90,0.5764,2635,,3.454,0.0324,805.06,39.16,217.87,,,,40.64,836.12,17.13,2635,0,0,0,0
1581.315,75.25,75.30,0.6467,2638,,3.495,-0.0913,805.43,39.18,176.13,,,,40.66,836.68,16.72,2638,0,0,0,0
1582.033,75.30,74.51,0.5062,2640,,3.661,-0.5830,805.8,39.2,150.14,,,,40.68,837.24,16.55,2640,0,0,0,0
1582.751,75.35,72.64,0.1745,2643,,3.73,-0.7893,806.18,39.22,153.36,,,,40.71,838.07,17.85,2643,0,0,0,0
1583.47,75.40,73.33,0.2961,2645,,3.839,-1.1128,806.55,39.24,168.05,,,,40.73,838.63,17.21,2645,0,0,0,0
1584.188,75.45,74.09,0.4302,2648,,3.73,-0.7939,806.92,39.26,214.04,,,,40.75,839.19,16.1,2648,0,0,0,0
1584.906,75.50,73.75,0.3694,2650,,3.563,-0.3030,807.29,39.28,135.44,,,,40.77,839.75,16.23,2650,0,0,0,0
1585.624,75.55,74.98,0.5867,2653,,3.482,-0.0667,807.66,39.3,115.01,,,,40.79,840.3,15.86,2653,0,0,0,0
1586.343,75.60,74.39,0.4816,2655,,3.36,0.2914,808.04,39.32,124.42,,,,40.81,840.86,15.45,2655,0,0,0,0
1587.061,75.65,73.91,0.3961,2658,,3.23,0.6723,808.41,39.34,140.61,,,,40.83,841.42,16.91,2658,0,0,0,0
1587.779,75.70,72.53,0.1511,2660,,3.216,0.7118,808.78,39.36,107.37,,,,40.85,841.98,17.12,2660,0,0,0,0
1588.497,75.75,70.92,-0.1346,2663,,3.124,0.9805,809.15,39.38,104.01,,,,40.87,842.53,15.99,2663,0,0,0,0
1589.216,75.80,66.08,-0.9923,2665,,3.215,0.7101,809.52,39.4,124.99,,,,40.89,843.09,16.32,2665,0,0,0,0
1589.934,75.85,65.52,-1.0920,2668,,3.194,0.7693,809.9,39.42,113.09,,,,40.91,843.65,17.48,2668,0,0,0,0
1590.652,75.90,69.07,-0.4639,2670,,3.219,0.6937,810.27,39.44,119.8,,,,40.93,844.21,17.28,2670,0,0,0,0
1591.37,75.95,74.95,0.5769,2673,,3.288,0.4874,810.64,39.46,117.47,,,,40.97,845.32,16.73,2673,0,0,0,0
1592.088,76.00,76.61,0.8703,2675,,3.329,0.3645,811.01,39.48,109.96,,,,40.99,845.88,16.75,2675,0,0,0,0
1592.807,76.05,78.05,1.1248,2678,,3.467,-0.0454,811.38,39.5,239.23,,,,41.01,846.44,17.13,2678,0,0,0,0
1593.525,76.10,77.65,1.0534,2680,,3.435,0.0472,811.75,39.52,266.22,,,,41.05,847.55,17.09,2680,0,0,0,0
1594.243,76.15,77.87,1.0918,2683,,3.518,-0.2005,812.12,39.54,91.91,,,,41.07,848.11,17.16,2683,0,0,0,0
1594.961,76.20,76.44,0.8380,2685,,3.708,-0.7630,812.5,39.56,96.98,,,,41.09,848.67,17.55,2685,0,0,0,0
1595.68,76.25,77.19,0.9703,2688,,3.787,-0.9988,812.87,39.58,148.4,,,,41.11,849.23,17.51,2688,0,0,0,0
1596.398,76.30,76.89,0.9166,2690,,3.626,-0.5256,813.24,39.6,148.32,,,,41.13,849.78,15.31,2690,0,0,0,0
1597.116,76.35,76.87,0.9125,2693,,3.674,-0.6700,813.61,39.62,122.13,,,,41.15,850.34,16.18,2693,0,0,0,0
1597.834,76.40,76.25,0.8021,2695,,3.613,-0.4918,813.98,39.64,208.58,,,,41.19,851.46,14.81,2695,0,0,0,0
1598.552,76.45,77.55,1.0318,2698,,3.611,-0.4887,814.36,39.66,165.79,,,,41.21,852.01,15.08,2698,0,0,0,0
1599.271,76.50,77.54,1.0295,2700,,3.654,-0.6174,814.73,39.68,163.29,,,,41.23,852.57,16.15,2700,0,0,0,0
1599.989,76.55,76.60,0.8624,2703,,3.582,-0.4077,815.1,39.7,92.47,,,,41.25,853.13,16.37,2703,0,0,0,0
1600.707,76.60,78.44,1.1877,2705,,3.788,-1.0174,815.47,39.72,107.41,,,,41.27,853.69,15.75,2705,0,0,0,0
1601.425,76.65,77.69,1.0544,2708,,3.709,-0.7870,815.84,39.74,233.54,,,,41.29,854.24,17.26,2708,0,0,0,0
1602.144,76.70,77.43,1.0078,2710,,3.686,-0.7210,816.21,39.76,185.94,,,,41.31,854.8,16.47,2710,0,0,0,0
1602.862,76.75,76.74,0.8850,2713,,3.725,-0.8388,816.59,39.78,85.95,,,,41.33,855.36,15.86,2713,0,0,0,0
1603.58,76.80,77.32,0.9872,2715,,3.886,-1.3157,816.96,39.8,222.56,,,,41.35,855.92,16.64,2715,0,0,0,0
1604.298,76.85,74.27,0.4465,2718,,3.806,-1.0824,817.33,39.82,192.67,,,,41.37,856.47,16.61,2718,0,0,0,0
1605.017,76.90,77.04,0.9365,2720,,3.822,-1.1315,817.7,39.84,108.41,,,,41.39,857.03,17.5,2720,0,0,0,0
1605.735,76.95,76.20,0.7871,2723,,3.791,-1.0428,818.07,39.86,195.13,,,,41.41,857.59,19.46,2723,0,0,0,0
1606.453,77.00,75.99,0.7494,2725,,3.683,-0.7259,818.44,39.88,166.1,,,,41.43,858.15,17.06,2725,0,0,0,0
1607.171,77.05,73.86,0.3716,2728,,3.662,-0.6667,818.82,39.9,163.41,,,,41.45,858.7,17.77,2728,0,0,0,0
1607.89,77.10,73.65,0.3339,2730,,3.501,-0.1935,819.19,39.92,134.4,,,,41.47,859.26,16.67,2730,0,0,0,0
1608.608,77.15,75.46,0.6539,2733,,3.445,-0.0310,819.56,39.94,100.27,,,,41.49,859.82,18.16,2733,0,0,0,0
1609.326,77.20,76.10,0.7666,2735,,3.349,0.2505,819.93,39.96,110.26,,,,41.52,860.66,17.48,2735,0,0,0,0
1610.044,77.25,76.16,0.7767,2738,,3.179,0.7493,820.3,39.98,65.58,,,,41.54,861.21,16.44,2738,0,0,0,0
1610.762,77.30,76.22,0.7868,2740,,3.143,0.8537,820.71,40,55.49,,,,41.56,861.77,16.27,2740,0,0,0,0
1611.481,77.35,76.01,0.7490,2743,,3.08,1.0369,821.13,40.02,64.32,,,,41.58,862.33,16.37,2743,0,0,0,0
1612.199,77.40,75.82,0.7148,2745,,3.14,0.8580,821.55,40.04,66.65,,,,41.6,862.89,15.43,2745,0,0,0,0
1612.917,77.45,74.64,0.5053,2748,,3.131,0.8818,821.96,40.06,49.22,,,,41.62,863.44,16.68,2748,0,0,0,0
1613.635,77.50,73.80,0.3560,2750,,3.141,0.8504,822.38,40.08,55.78,,,,41.64,864,14.97,2750,0,0,0,0
1614.354,77.55,72.08,0.0508,2753,,3.185,0.7178,822.8,40.1,79.8,,,,41.66,864.56,12.26,2753,0,0,0,0
1615.072,77.60,71.18,-0.1091,2755,,3.2,0.6717,823.22,40.12,71.69,,,,41.68,865.12,14.52,2755,0,0,0,0
1615.79,77.65,68.42,-0.5985,2758,,3.185,0.7133,823.64,40.14,69.12,,,,41.7,865.68,15.38,2758,0,0,0,0
1616.508,77.70,72.88,0.1908,2760,,3.266,0.4724,824.06,40.16,66.54,,,,41.72,866.23,11.55,2760,0,0,0,0
1617.227,77.75,75.47,0.6490,2763,,3.242,0.5405,824.49,40.18,62.54,,,,41.74,866.79,11.51,2763,0,0,0,0
1617.945,77.80,75.37,0.6307,2765,,3.263,0.4767,824.94,40.2,48.19,,,,41.76,867.35,10.96,2765,0,0,0,0
1618.663,77.85,75.61,0.6726,2768,,3.146,0.8192,825.38,40.22,71.44,,,,41.78,867.91,11.48,2768,0,0,0,0
1619.381,77.90,77.10,0.9360,2770,,3.168,0.7524,825.83,40.24,83.03,,,,41.8,868.46,13.42,2770,0,0,0,0
1620.099,77.95,76.84,0.8894,2773,,3.24,0.5372,826.28,40.26,50.12,,,,41.82,869.02,12.9,2773,0,0,0,0
1620.818,78.00,76.51,0.8304,2775,,3.304,0.3465,826.72,40.28,128.32,,,,41.88,870.69,14.26,2775,0,0,0,0
1621.536,78.05,76.25,0.7837,2778,,3.209,0.6241,827.17,40.3,73.81,,,,41.91,871.53,12.85,2778,0,0,0,0
1622.254,78.10,75.54,0.6575,2780,,3.15,0.7963,827.61,40.32,82.08,,,,41.93,872.09,13.56,2780,0,0,0,0
1622.972,78.15,75.05,0.5701,2783,,3.164,0.7523,828.06,40.34,145.22,,,,41.97,873.2,13.44,2783,0,0,0,0
1623.691,78.20,74.12,0.4049,2785,,3.189,0.6767,828.51,40.36,94.79,,,,41.99,873.76,12.08,2785,0,0,0,0
1624.409,78.25,73.18,0.2378,2788,,3.218,0.5883,828.95,40.38,107.19,,,,42.01,874.32,11.93,2788,0,0,0,0
1625.127,78.30,72.16,0.0566,2790,,3.208,0.6160,829.43,40.4,82.12,,,,42.03,874.88,12.65,2790,0,0,0,0
1625.845,78.35,71.12,-0.1281,2793,,3.241,0.5159,829.99,40.42,49.77,,,,42.07,875.99,13.38,2793,0,0,0,0
1626.564,78.40,71.51,-0.0596,2795,,3.466,-0.1499,830.55,40.44,97.69,,,,42.09,876.55,12.61,2795,0,0,0,0
1627.282,78.45,71.46,-0.0690,2798,,3.438,-0.0700,831.1,40.46,88.96,,,,42.11,877.1,13.5,2798,0,0,0,0
1628,78.50,71.58,-0.0483,2800,,3.509,-0.2813,831.66,40.48,56.54,,,,42.13,877.62,12.94,2800,0,0,0,0
1628.916,78.55,71.18,-0.1199,2803,,3.779,-1.0808,832.22,40.5,58.04,,,,42.16,878.29,13.44,2803,0,0,0,0
